Asset #,Project Number,Project Name,Location,Property Type,Beds/Rooms/Units,Acres,Square Feet,Stories,Year Built / Renovated,Asset Mgr,Start,Draft,Final,Immediate,Short Term,Capital Reserve,PCA,PCA Cost,ESA,ESA Cost,PML,PML Cost,# of Docs,Client,Portfolio,Vendor,Link,"","","","","",""
20-291093.10,20-291093.10,O'Reilly Auto Parts - Nashville,"626 East Washington Street, NASHVILLE, NC 27856",Retail,"",na,na,One,2019,,"October 05, 2020",,"January 07, 2021","$4,500.00",$0.00,"$6,600.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263604,,,,,,
20-291093.11,20-291093.11,O'Reilly Auto Parts - Odessa,"7190 West University Boulevard, ODESSA, TX 78764",Retail,"",na,na,1,2017,,"October 05, 2020",,"January 07, 2021","$3,000.00",$0.00,"$17,100.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263605,,,,,,
20-291093.12,20-291093.12,O'Reilly Auto Parts - Pecos,"1623 S Cedar Street, PECOS, TX 79772",Retail,"",na,na,1,2017,,"October 05, 2020",,"January 07, 2021","$6,975.00","$1,400.00","$16,750.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263606,,,,,,
20-291093.13,20-291093.13,O'Reilly Auto Parts - Pittsfield,"481 Dalton Avenue, PITTSFIELD, MA 01201",Retail,"",na,na,1,2017,,"October 05, 2020",,"January 07, 2021","$8,500.00",$0.00,"$27,750.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263607,,,,,,
20-291093.14,20-291093.14,O'Reilly Auto Parts - Williamsburg,"KY-92 and Bearkat Drive (125 W Highway 92), WILLIAMSBURG, KY 40769",Retail,"",na,na,"","",,"October 05, 2020",,,,,,x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/263608,,,,,,
20-291093.15,20-291093.15,O'Reilly Auto Parts - Winston Salem,"5698 Country Club Road, WINSTON SALEM, NC 27104",Retail,"",na,na,One,2017,,"October 05, 2020",,"January 07, 2021",$0.00,$0.00,"$11,100.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263609,,,,,,
20-291093.16,20-291093.16,O'Reilly Auto Parts - Kingsland,"715 E King Avenue, KINGSLAND, GA 31548",Retail,"",na,na,One,2019,,"October 05, 2020",,"January 07, 2021","$9,000.00",$0.00,"$6,250.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263610,,,,,,
20-291093.17,20-291093.17,O'Reilly Auto Parts - Ossipee,"905 Route 16, OSSIPEE, NH 03864",Retail,"",na,na,1,2019,,"October 05, 2020",,"January 07, 2021","$29,750.00",$0.00,"$11,900.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263611,,,,,,
20-291093.19,20-291093.19,O'Reilly Auto Parts - Winchester,"928 East Greenville Pike, WINCHESTER, IN 47394",Retail,"",na,na,1,2019,,"October 05, 2020",,"January 07, 2021","$4,000.00",$0.00,"$6,250.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263613,,,,,,
20-291093.20,20-291093.20,Zips Car Wash - Edmond,"3612 E 2nd Street, EDMOND, OK 73034",Retail,"",na,na,"","",,"October 05, 2020",,"January 07, 2021",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/263614,,,,,,
20-291093.21,20-291093.21,Zips Car Wash - Granite City,"1511 Niedringhaus, GRANITE CITY, IL 62040",Retail,"",na,na,"","",,"October 05, 2020",,"January 07, 2021",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/263615,,,,,,
20-291093.22,20-291093.22,Zips Car Wash - Louisville,"7773 Dixie Highway, LOUISVILLE, KY 40258",Retail,"",na,na,"","",,"October 05, 2020",,"January 07, 2021",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/263616,,,,,,
20-291093.23,20-291093.23,Zips Carwash - North Charleston,"3955 Ashley Phosphate Road, NORTH CHARLESTON, SC 29418",Retail,"",na,na,"","",,"October 05, 2020",,"January 07, 2021",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/263617,,,,,,
20-291093.24,20-291093.24,Zips Car Wash - Rock Hill,"2178 North Cherry Road, ROCK HILL, SC 29732",Retail,"",na,na,"","",,"October 05, 2020","January 07, 2021","January 06, 2021",,,,,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/263618,,,,,,
20-291093.25,20-291093.25,Grease Monkey - Cypress,"10527 Huffmeister Road, CYPRESS, TX 77065",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263619,,,,,,
20-291093.26,20-291093.26,Grease Monkey - Marietta,"2525 Roswell Road, MARIETTA, ga 30062",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263620,,,,,,
20-291093.27,20-291093.27,Grease Monkey - Newnan,"15 Bailey Station, NEWNAN, GA 30265",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263621,,,,,,
20-291093.28,20-291093.28,Northern Tool - Glen Allen,"9855 W Broad Street, GLEN ALLEN, VA 23060",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263622,,,,,,
20-291093.29,20-291093.29,Dollar Tree - Jonesboro,"185 Old Winnfield Road, JONESBORO, LA 71251",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263623,,,,,,
20-291093.30,20-291093.30,Family Dollar - Sandyville,"7124 Parkersburg Road, SANDYVILLE, WV 25275",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263624,,,,,,
20-291093.31,20-291093.31,O'Reilly Auto Parts - Brazil,"2001 E National Avenue, BRAZIL, IN 47834",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263625,,,,,,
20-291093.32,20-291093.32,O'Reilly Auto Parts - La Porte,"240 E Lincolnway, LA PORTE, IN 46350",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263626,,,,,,
20-291093.33,20-291093.33,O'Reilly Auto Parts - Millen,"516 E Winthrope Way, MILLEN, GA 30442",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263627,,,,,,
20-291093.34,20-291093.34,O'Reilly Auto Parts - Nashville,"626 East Washington Street, NASHVILLE, NC 27856",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263628,,,,,,
20-291093.35,20-291093.35,O'Reilly Auto Parts - Odessa,"7190 W University & Redondo, ODESSA, TX 79764",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263629,,,,,,
20-291093.36,20-291093.36,O'Reilly Auto Parts - Pecos,"1623 S Cedar, PECOS, TX 79772",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263630,,,,,,
20-291093.37,20-291093.37,O'Reilly Auto Parts - Pittsfield,"481 Dalton Avenue, PITTSFIELD, MA 01201",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263631,,,,,,
20-291093.38,20-291093.38,O'Reilly Auto Parts - Williamsburg,"KY-92 and Bearkat Drive (125 W Highway 92), WILLIAMSBURG, KY 40769",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/263632,,,,,,
20-291093.39,20-291093.39,O'Reilly Auto Parts - Winston Salem,"5698 Country Club Road, WINSTON SALEM, NC 27104",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263633,,,,,,
20-291093.40,20-291093.40,O'Reilly Auto Parts - Kingsland,"715 E King Avenue, KINGSLAND, GA 31548",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263634,,,,,,
20-291093.41,20-291093.41,O'Reilly Auto Parts - Ossipee,"905 Route 16, OSSIPEE, NH 03864",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263635,,,,,,
20-291093.42,20-291093.42,O'Reilly Auto Parts - Parkersburg,"2002 7th Street, PARKERSBURG, WV 26101",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/263636,,,,,,
20-291093.43,20-291093.43,O'Reilly Auto Parts - Winchester,"928 East Greenville Pike, WINCHESTER, IN 47394",Retail,"",na,na,"","",,"October 05, 2020",,,,,,,,x,,,,1,Realty Income Corporation,Hutton Portfolio (ADA),,https://www.SiteLynx.net/projects/263637,,,,,,
20-291202.4,20-291202.4,Lowe's - Edwardsville,"12 Gateway Commerce Center Drive, EDWARDSVILLE, IL 62025",Retail,"",50.5,"673,137","","",,"October 14, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/266426,,,,,,
20-293649.1,20-293649.1,Childcare Network - Wilson,"3424 Airport Boulevard NW, WILSON, NC 27896",Other,"",2.1,"16,849",One,1997,,"September 28, 2020",,,"$8,600.00",$0.00,"$102,825.00",x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/261485,,,,,,
20-290600.3,20-290600.3,O'Reilly Auto Parts - Murphy,"1359 Andrews Road, MURPHY, NC 28906",Retail,"",na,na,"","",,"September 17, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/257424,,,,,,
20-290600.2,20-290600.2,O'Reilly Auto Parts - Murphy,"1359 Andrews Road, MURPHY, NC 28906",Retail,"",na,na,"","",,"September 17, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/257437,,,,,,
20-290600.1,20-290600.1,O'Reilly Auto Parts - Murphy,"1359 Andrews Road, MURPHY, NC 28906",Retail,"",na,na,One,2020,,"September 17, 2020",,,$0.00,$0.00,"$6,600.00",x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/257486,,,,,,
20-290896.1,20-290896.1,Tractor Supply - Brickerville,"70 W 28th Division Highway, LITITZ, PA 17543",Commercial retail,"",4.72,"20,000 (approximately) ",One,2020,,"September 16, 2020",,,"$1,200.00",$0.00,"$42,100.00",x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/256398,,,,,,
20-291920.1,20-291920.1,Parking lot,"El Fuerte Street and Faraday Avenue, CARLSBAD, CA 92010",Vacant Land,"",7.5,0,"","",,"September 16, 2020",,"December 16, 2020",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/256652,,,,,,
20-290896.2,20-290896.2,"Tractor Supply (Brickerville, PA)","70 W 28th Division Highway, LITITZ, PA 17543",Retail,"",4.5,"19,097","","",,"September 16, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/257189,,,,,,
20-292220.10,20-292220.10,USA2GO - Durand,"8544 E Lansing Road, DURAND, MI 48429",Gas station,"",na,na,"","",,"September 17, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/256916,,,,,,
20-292220.11,20-292220.11,USA2GO - Bancroft,"4530 E Lansing Road, BANCROFT, MI 48414",Gas station,"",na,na,"","",,"September 17, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/256917,,,,,,
20-292220.7,20-292220.7,USA2GO - Ann Arbor,"4000 Washtenaw Avenue, ANN ARBOR, MI 48108",Gas station,"",na,na,"","",,"September 17, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/256922,,,,,,
20-291230.1,20-291230.1,Martin Brower - Raleigh,"1400 N Greenfield Parkway, GARNER, NC 27529",Industrial,"",20.2,"133,500",1,"2008, 2009, 2012",,"September 17, 2020","September 28, 2020",,"$35,000.00",$0.00,"$1,140,250.00",x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/257275,,,,,,
20-292220.5,20-292220.5,USA2GO - Howell,"3990 Grand Oaks Drive, HOWELL, MI 48843",Gas station,"",na,na,"","",,"September 17, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/257279,,,,,,
20-292220.8,20-292220.8,USA2GO - Lansing,"2770 Eaton Rapids Road, LANSING, MI 48911",Gas station,"",na,na,"","",,"September 17, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/261251,,,,,,
20-292220.4,20-292220.4,USA2GO - Howell,"1900 N Latson Road, HOWELL, MI 48843",Gas station,"",na,na,"","",,"September 17, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/261880,,,,,,
20-292220.9,20-292220.9,USA2GO - Holt,"4495 Holt Road, HOLT, MI 48842",Gas station,"",na,na,"","",,"September 17, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/262461,,,,,,
20-292220.3,20-292220.3,USA2GO - New Hudson,"30465 Milford Road, NEW HUDSON, MI 48165",Gas station,"",na,na,"","",,"September 17, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/256911,,,,,,
20-292220.1,20-292220.1,USA2GO - Commerce,"40300 W 14 Mile Road, COMMERCE TWP, MI 48390",Gas station,"",na,na,"","",,"September 17, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/256913,,,,,,
20-292220.6,20-292220.6,USA2GO - Novi,"47300 Citygate, NOVI, MI 48374",Gas station,"",na,na,"","",,"September 17, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/256920,,,,,,
20-292220.2,20-292220.2,USA2GO - New Hudson,"30560 Milford, NEW HUDSON, MI 48165",Gas station,"",na,na,"","",,"September 17, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/257399,,,,,,
20-289634.2,20-289634.2,Bojangles,"1278 E Main Street, ROCK HILL, SC 29730",Retail,"",1,"2,984","","",,"September 09, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/257967,,,,,,
20-291202.3,20-291202.3,Lowe's - Edwardsville,"12 Gateway Commerce Center Drive, EDWARDSVILLE, IL 62025",Retail,"",50.5,"673,137","","",,"September 14, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/255396,,,,,,
20-291202.2,20-291202.2,Lowe's - Edwardsville,"12 Gateway Commerce Center Drive, EDWARDSVILLE, IL 62025",Retail,"",50.5,"673,137","","",,"September 14, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/255461,,,,,,
20-291202.1,20-291202.1,Lowe's - Edwardsville,"12 Gateway Commerce Center Drive, EDWARDSVILLE, IL 62025",Retail,"",50.5,"673,137",Single story,2015,,"September 14, 2020",,"January 26, 2021","$36,145.00","$107,400.00","$407,250.00",x,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/261044,,,,,,
20-290283.3,20-290283.3,O'Reilly Auto Parts - Dallas,"710 West Trade Street, DALLAS, NC 28034",Retail,"",0.87,"7,200","","",,"September 03, 2020",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/252927,,,,,,
20-290283.1,20-290283.1,O'Reilly Auto Parts - Dallas,"710 West Trade Street , Dallas, North Carolina 28034",Retail,"","","7,219",One,2020,,"September 03, 2020","January 21, 2021","January 21, 2021","$3,000.00",$0.00,"$24,500.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/252928,,,,,,
20-290283.2,20-290283.2,O'Reilly Auto Parts - Dallas,"710 West Trade Street, DALLAS, NC 28034",Retail,"",0.87,"7,200","","",,"September 03, 2020",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/252929,,,,,,
20-291573.8,20-291573.8,Hobby Lobby - Montgomery,"8345 Eastchase Parkway, MONTGOMERY, AL 36117",Retail,"",na,"55,000","","",,"September 09, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253664,,,,,,
20-291573.7,20-291573.7,Hobby Lobby - Denham Springs,"10230 Cassle Road, DENHAM SPRINGS, LA 70726",Retail,"",4.96,"55,000","","",,"September 09, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253665,,,,,,
20-291573.2,20-291573.2,Hobby Lobby - Montgomery,"8345 Eastchase Parkway, MONTGOMERY, AL 36117",Retail,"",6.78,"55,000",One,2016,,"September 09, 2020",,,"$14,450.00","$1,750.00","$107,750.00",x,,x,,,,,Realty Income Corporation,Hobby Lobby Portfolio,,https://www.SiteLynx.net/projects/253647,,,,,,
20-291573.1,20-291573.1,Hobby Lobby - Denham Springs,"10230 Cassle Road, DENHAM SPRINGS, LA 70726",Retail,"",5.36,"55,000",1,2019,,"September 09, 2020",,,"$20,550.00",$0.00,"$67,000.00",x,,x,,,,,Realty Income Corporation,Hobby Lobby Portfolio,,https://www.SiteLynx.net/projects/253648,,,,,,
20-291573.3,20-291573.3,Hobby Lobby - Weatherford,"324 W I-20, WEATHERFORD, TX 76086",Retail,"",4.96,"55,000",1,2017,,"September 09, 2020",,,"$15,250.00",$0.00,"$120,250.00",x,,x,,,,,Realty Income Corporation,Hobby Lobby Portfolio,,https://www.SiteLynx.net/projects/253650,,,,,,
20-291573.6,20-291573.6,Hobby Lobby - Weatherford,"324 W I-20, WEATHERFORD, TX 76086",Retail,"",6.78,"55,000","","",,"September 09, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253651,,,,,,
20-291573.9,20-291573.9,Hobby Lobby - Weatherford,"324 W I-20, WEATHERFORD, TX 76086",Retail,"",na,"55,000","","",,"September 09, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253663,,,,,,
20-291573.4,20-291573.4,Hobby Lobby - Denham Springs,"10230 Cassle Road, DENHAM SPRINGS, LA 70726",Retail,"",na,na,"","",,"September 09, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253667,,,,,,
20-291573.10,20-291573.10,Hobby Lobby,"",Retail,"",na,"55,000","","",,"September 09, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253677,,,,,,
20-291573.5,20-291573.5,Hobby Lobby - Montgomery,"8345 Eastchase Parkway, MONTGOMERY, AL 36117",Retail,"",5.36,"55,000","","",,"September 09, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253678,,,,,,
20-289897.1,20-289897.1,CarMax - Pleasant Hill,"77 Chilpancingo Parkway, PLEASANT HILL, CA 94523",Retail,"",9.9,"18,824",1,2019,,"August 21, 2020",,,"$2,400.00",$0.00,"$62,900.00",x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/249051,,,,,,
20-290075.2,20-290075.2,Tractor Supply - Riverside,"17155 Van Buren Boulevard, RIVERSIDE, CA 92504",Retail,"",3.5,"18,800",1,2020,,"September 04, 2020",,,"$21,000.00",$0.00,"$41,250.00",x,,x,,,,,Realty Income Corporation,Tractor Supply (Hix Snedeker),,https://www.SiteLynx.net/projects/253054,,,,,,
20-290075.6,20-290075.6,Tractor Supply - Riverside,"17155 Van Buren Boulevard, RIVERSIDE, CA 92504",Retail,"",3.5,"18,800","","",,"September 04, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253063,,,,,,
20-290075.12,20-290075.12,Tractor Supply - Las Vegas,"9060 S Rainbow Boulevard, LAS VEGAS, NV 89139",Retail,"",3.9,"21,930","","",,"September 04, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253064,,,,,,
20-290075.11,20-290075.11,Tractor Supply - Jamul,"3018 Jefferson Road, JAMUL, CA 91935",Retail,"",5.1,"18,800","","",,"September 04, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253065,,,,,,
20-290075.4,20-290075.4,Tractor Supply - Las Vegas,"9060 S Rainbow Boulevard, LAS VEGAS, NV 89139",Retail,"",3.9,"21,930",One,2020,,"September 04, 2020",,"January 12, 2021","$5,000.00",$0.00,"$52,925.00",x,,x,,,,1,Realty Income Corporation,Tractor Supply (Hix Snedeker),,https://www.SiteLynx.net/projects/253073,,,,,,
20-290075.3,20-290075.3,Tractor Supply - Jamul,"3018 Jefferson Road, JAMUL, CA 91935",Retail,"",5.1,"18,800",One ,2020,,"September 04, 2020",,,"$16,200.00",$0.00,"$45,275.00",x,,x,,,,,Realty Income Corporation,Tractor Supply (Hix Snedeker),,https://www.SiteLynx.net/projects/253074,,,,,,
20-290075.1,20-290075.1,Tractor Supply - Monmouth,"1553 Monmouth Independence Highway, MONMOUTH, OR 97361",Retail,"",2.9,"18,942",One,2020,,"September 04, 2020",,,"$3,250.00",$0.00,"$50,000.00",x,,x,,,,,Realty Income Corporation,Tractor Supply (Hix Snedeker),,https://www.SiteLynx.net/projects/253075,,,,,,
20-290075.7,20-290075.7,Tractor Supply - Jamul,"3018 Jefferson Road, JAMUL, CA 91935",Retail,"",5.1,"18,800","","",,"September 04, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253076,,,,,,
20-290075.5,20-290075.5,Tractor Supply - Monmouth,"1553 Monmouth Independence Highway, MONMOUTH, OR 97361",Retail,"",2.9,"18,942","","",,"September 04, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/253113,,,,,,
